a_p,race,gender,activity_level= 0_Mean,activity_level= 1_Mean,activity_level= 2_Mean,activity_level= 3_Mean,alc_freq= 0_Mean,alc_freq= 1_Mean,alc_freq= 2_Mean,alc_freq= 3_Mean,alc_freq= 4_Mean,alc_freq= 5_Mean,avg_drinks_pday_pstyr=1_Mean,avg_drinks_pday_pstyr=2_Mean,avg_drinks_pday_pstyr=3_Mean,avg_drinks_pday_pstyr=4_Mean,avg_drinks_pday_pstyr=NA_Mean,cholesterol_mg= 0_Mean,cholesterol_mg= 1_Mean,cholesterol_mg= 2_Mean,cholesterol_mg= 3_Mean,cholesterol_mg= 4_Mean,current_smkr=0_Mean,current_smkr=1_Mean,current_smkr=2_Mean,current_smkr=3_Mean,current_smkr=NA_Mean,diabetes= 0_Mean,diabetes= 1_Mean,diabetes= 2_Mean,drinks_perwk_pstyr=1_Mean,drinks_perwk_pstyr=2_Mean,drinks_perwk_pstyr=3_Mean,drinks_perwk_pstyr=4_Mean,drinks_perwk_pstyr=NA_Mean,ever_5_or_more_drinks_a_day=0_Me,ever_5_or_more_drinks_a_day=1_Me,ever_5_or_more_drinks_a_day=2_Me,ever_5_or_more_drinks_a_day=3_Me,ever_5_or_more_drinks_a_day=NA_M,thyroid_d= 0_Mean,thyroid_d= 1_Mean,thyroid_d= 2_Mean,fiber_g=0_Mean,fiber_g=1_Mean,fiber_g=2_Mean,fiber_g=NA_Mean,fruits_veggies_pmo= 0_,fruits_veggies_pmo= 1_,fruits_veggies_pmo= 2_,fruits_veggies_pmo= 3_,fruits_veggies_pmo= 4_,hepA_vacc=0_Mean,hepA_vacc=1_Mean,hepA_vacc=2_Mean,hepA_vacc=3_Mean,hepA_vacc=NA_Mean,hepB_vacc=0_Mean,hepB_vacc=1_Mean,hepB_vacc=2_Mean,hepB_vacc=3_Mean,hepB_vacc=NA_Mean,home_smokers=0_Mean,home_smokers=1_Mean,home_smokers=2_Mean,home_smokers=3_Mean,home_smokers=NA_Mean,meat_freq_pmo= 0_Mean,meat_freq_pmo= 1_Mean,meat_freq_pmo= 2_Mean,meat_freq_pmo= 3_Mean,meat_freq_pmo= 4_Mean,meat_freq_pmo= 5_Mean,protein= 0_Mean,protein= 1_Mean,protein= 2_Mean,protein= 3_Mean,protein= 4_Mean,sat_fatty_acid=0_Mean,sat_fatty_acid=1_Mean,sat_fatty_acid=2_Mean,sat_fatty_acid=3_Mean,sat_fatty_acid=4_Mean,sat_fatty_acid=NA_Mean,still_thyroid_d=0_Mean,still_thyroid_d=1_Mean,still_thyroid_d=2_Mean,still_thyroid_d=3_Mean,still_thyroid_d=NA_Mean,period,rate,age_grp,count,pop
44,0,0,.514536,0,.485464,0,.,.,.,.,.,.,0.309459,0.294739,0.076199,0.034089,0.285515,1,0,0,0,0,0.222803,0.254628,0,0.522569,0,0.964179,0.035821,0,0.049511,0.065294,0.01062,0.023138,0.851437,0.588754,0.233463,0.126782,0.051001,0,0.997436,0.002564,0,0.315398,0.028691,0,0.655912,.,.,.,.,.,0.807197,0.065993,0.067544,0.059267,0,0.888648,0.002437,0.049648,0.059267,0,0.717219,0.235454,0,0.047328,0,.,.,.,.,.,.,.5,.5,0,0,0,0.065917,0,0,0,0,0.934083,0,0.002564,0,0,0.997436,5,15.12617,3,644,4257522
44,1,0,.696838,0,.303162,0,.,.,.,.,.,.,0.164215,0.625216,0,0,0.21057,1,0,0,0,0,0,0.614114,0,0.385886,0,0.938456,0.061544,0,0.030983,0.091707,0.023064,0.02078,0.833467,0.681822,0.165322,0.078685,0.074171,0,1,0,0,0.375176,0,0,0.624824,.,.,.,.,.,0.535226,0.257472,0.207302,0,0,0.554233,0,0.367082,0.078685,0,0.50004,0.49996,0,0,0,.,.,.,.,.,.,.913397,8.6602999999999999E-2,0,0,0,0.290454,0,0,0,0,0.709546,0,0,0,0,1,5,20.6054,3,125,606637
44,2,0,.644408,0,.355592,0,.,.,.,.,.,.,0.124572,0.398441,0.041046,0.082207,0.353734,.983692,0,0,0,1.6308E-2,0.32385,0.230445,0,0.445705,0,0.969662,0.030338,0,0.035118,0.050139,0.025048,0.020403,0.869293,0.586848,0.316137,0.019762,0.077253,0,1,0,0,0.302048,0,0,0.697952,.,.,.,.,.,0.856145,0.069666,0.021038,0.05315,0,0.921973,0,0.051376,0.026651,0,0.788752,0.211248,0,0,0,.,.,.,.,.,.,0,1,0,0,0,0.162112,0,0,0,0,0.837888,0,0,0,0,1,,,,,
44,0,1,.544949,0,.455051,0,.,.,.,.,.,.,0.5646,0.127112,0,0.023853,0.284435,1,0,0,0,0,0.141614,0.206323,0,0.652063,0,0.970881,0.029119,0,0.048777,0.040025,0.025278,0.022414,0.863506,0.816135,0.023079,0.03753,0.123256,0,0.952454,0.047546,0,0.333208,0,0,0.666792,.,.,.,.,.,0.9734,0.001877,0.002131,0.022592,0,0.876536,0.023853,0.062471,0.03714,0,0.768671,0.231329,0,0,0,.,.,.,.,.,.,.797105,.202895,0,0,0,0.103946,0,0,0,0,0.896054,0.030867,0,0.016678,0,0.952454,5,12.10072,3,507,4189834
44,1,1,.657936,0,.342064,0,.,.,.,.,.,.,0.264794,0.236276,0.105367,0,0.393563,1,0,0,0,0,0.20968,0.410849,0,0.379471,0,0.898038,0.101962,0,0.0442,0.07232,0.014727,0.012263,0.85649,0.589238,0.191872,0.035956,0.182935,0,0.964044,0.035956,0,0.43618,0,0,0.56382,.,.,.,.,.,0.778982,0.19457,0.026447,0,0,0.731887,0,0.268113,0,0,0.653941,0.346059,0,0,0,.,.,.,.,.,.,1,0,0,0,0,0.132689,0.04119,0,0,0,0.826121,0,0,0.035956,0,0.964044,5,17.2422,3,119,690167
44,2,1,.805142,0,.194858,0,.,.,.,.,.,.,0.270872,0.25769,0,0.063911,0.407526,.949918,5.0082000000000002E-2,0,0,0,0.14608,0.22317,0,0.630749,0,0.964979,0.035021,0,0.020404,0.030488,0.02716,0.0071,0.914847,0.731902,0,0.002444,0.265654,0,0.975021,0.024979,0,0.395404,0,0,0.604596,.,.,.,.,.,0.961658,0.025105,0.013237,0,0,0.795573,0,0.204427,0,0,0.555393,0.444607,0,0,0,.,.,.,.,.,.,1,0,0,0,0,0.145726,0,0,0,0,0.854274,0,0.024979,0,0,0.975021,,,,,
45,0,0,.507355,0,.492645,0,.,.,.,.,.,.,0.336629,0.231815,0.087927,0.052989,0.290641,1,0,0,0,0,0.222041,0.376698,0,0.401262,0,0.96872,0.03128,0,0.044092,0.053699,0.015983,0.030111,0.856115,0.530355,0.304364,0.093051,0.07223,0,1,0,0,0.316599,0.021831,0,0.661571,.,.,.,.,.,0.867131,0.060425,0.035352,0.037092,0,0.758404,0.041631,0.110311,0.089654,0,0.706235,0.293765,0,0,0,.,.,.,.,.,.,.794425,.205575,0,0,0,0.17008,0,0,0,0,0.82992,0,0,0,0,1,6,15.50397,3,607,3915125
45,1,0,.668526,0,.331474,0,.,.,.,.,.,.,0.168755,0.2967,0.051558,0,0.482987,1,0,0,0,0,0.095693,0.362825,0,0.541482,0,0.932622,0.067378,0,0.039181,0.047099,0.022291,0.035761,0.85567,0.624742,0.158935,0,0.216323,0,1,0,0,0.360321,0,0,0.639679,.,.,.,.,.,0.772903,0.175539,0,0.051558,0,0.838569,0.048162,0.113269,0,0,0.729128,0.270872,0,0,0,.,.,.,.,.,.,1,0,0,0,0,0.212107,0,0,0,0,0.787893,0,0,0,0,1,6,20.84305,3,130,623709
45,2,0,.55528,0,.44472,0,.,.,.,.,.,.,0.287525,0.295809,0.073933,0.026161,0.316572,1,0,0,0,0,0.216426,0.333381,0,0.450194,0,1,0,0,0.048128,0.042298,0.03197,0.010296,0.867307,0.588105,0.212643,0.129957,0.069295,0,1,0,0,0.410929,0,0,0.589071,.,.,.,.,.,0.793919,0.040718,0.093959,0.071404,0,0.568178,0.044096,0.20869,0.179035,0,0.838254,0.150635,0,0.011111,0,.,.,.,.,.,.,.617931,.382069,0,0,0,0.188172,0,0,0,0,0.811828,0,0,0,0,1,,,,,
45,0,1,.614401,0,.385599,0,.,.,.,.,.,.,0.548848,0.304554,0.025749,0,0.120849,.965663,0,3.4336999999999999E-2,0,0,0.15202,0.398008,0,0.449971,0,1,0,0,0.055618,0.079525,0.020951,0.028418,0.815488,0.782968,0.134851,0.028301,0.05388,0,0.939665,0.060335,0,0.594405,0,0,0.405595,.,.,.,.,.,0.965437,0.028546,0.003997,0.00202,0,0.828384,0.064593,0.107023,0,0,0.663059,0.336941,0,0,0,.,.,.,.,.,.,.699017,.300983,0,0,0,0.228432,0,0,0,0,0.771568,0,0.060335,0,0,0.939665,6,15.83744,3,605,3820061
45,1,1,.755102,0,.244898,0,.,.,.,.,.,.,0.402241,0.042032,0.064098,0,0.491629,1,0,0,0,0,0.092032,0.193006,0,0.714962,0,1,0,0,0.054882,0.038562,0.027088,0.034409,0.845059,0.5035,0.050806,0.00446,0.441234,0,0.961512,0.038488,0,0.433672,0,0,0.566328,.,.,.,.,.,0.824243,0.089294,0.044706,0.041757,0,0.450742,0.161091,0.34195,0.046217,0,0.763344,0.236656,0,0,0,.,.,.,.,.,.,1,0,0,0,0,0.181186,0,0,0,0,0.818814,0.038488,0,0,0,0.961512,6,19.48682,3,138,708171
45,2,1,.648094,0,.351906,0,.,.,.,.,.,.,0.311522,0.210337,0.038045,0.068067,0.37203,.997565,0,0,0,2.4350000000000001E-3,0.087328,0.280319,0,0.632353,0,0.935431,0.064569,0,0.04199,0.030025,0.021323,0.016559,0.890104,0.475996,0.222048,0.079127,0.22283,0,1,0,0,0.455311,0,0,0.544689,.,.,.,.,.,0.927767,0.027898,0.031067,0.013268,0,0.764379,0.057898,0.164456,0.013268,0,0.758241,0.241759,0,0,0,.,.,.,.,.,.,1,0,0,0,0,0.235698,0,0,0,0,0.764302,0,0,0,0,1,,,,,
46,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,19.01894,3,699,3675284
46,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,19.67742,3,124,630164
46,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,16.60757,3,590,3552596
46,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,17.8115,3,129,724251
51,0,0,.116746,.395697,.487556,0,9.3528E-2,3.4544999999999999E-2,.317424,.192657,.361846,0,0,0,0,0,1,0,.178324,.261239,.227743,.332695,0,0,0,0,1,0.983978,0.016022,0,0,0,0,0,1,0,0,0,0,1,0.995543,0.004457,0,0,0,0,1,1.8940000000000001E-3,2.2269999999999998E-3,.102393,.87368,1.9805E-2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8.8859999999999998E-3,0,0,9.3342999999999995E-2,.879747,1.8023999999999998E-2,0,6.5504000000000007E-2,.151103,.285906,.497487,0,0.091335,0.139333,0.299514,0.452361,0.017457,0,0,0,0,1,0,30.02045,4,698,2325082
51,1,0,3.9155000000000002E-2,.523782,.437063,0,.155554,7.1733000000000005E-2,.375841,.194855,.202017,0,0,0,0,0,1,0,.247805,.274779,.152598,.324818,0,0,0,0,1,0.905054,0.094946,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,.301496,.572298,.126206,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,7.9710000000000007E-3,0,.144643,.721179,.126206,0,7.8003000000000003E-2,.136506,.217246,.568246,0,0.171515,0.087364,0.362807,0.378315,0,0,0,0,0,1,0,31.3399,4,67,213785
51,2,0,0,1,0,0,0,0,.457981,0,.542019,0,0,0,0,0,1,0,.457981,.542019,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,.542019,.457981,0,0,0,0.542019,0.457981,0,0,0,0,0,1,,,,,
51,0,1,9.6160999999999996E-2,.464263,.439576,0,.186333,.143472,.377583,.164541,.128071,0,0,0,0,0,1,0,.220219,.2723,.278117,.229364,0,0,0,0,1,0.985804,0.014196,0,0,0,0,0,1,0,0,0,0,1,0.859217,0.100467,0.040316,0,0,0,1,0,1.0660000000000001E-3,7.6693999999999998E-2,.908004,1.4236E-2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1.529E-3,1.005E-3,0,.151159,.831156,1.5151E-2,0,.279583,.297079,.268111,.155227,0.000803,0.277446,0.30197,0.279746,0.140035,0,0,0,0,0,1,0,29.50207,4,325,2300756
51,1,1,9.0403999999999998E-2,.447584,.462013,0,.400993,6.0974E-2,.27487,.207046,1.4648E-2,4.1467999999999998E-2,0,0,0,0,1,0,.194928,.293342,.247813,.263916,0,0,0,0,1,0.971564,0.028436,0,0,0,0,0,1,0,0,0,0,1,0.972103,0.015,0.012896,0,0,0,1,0,0,.203951,.759376,3.6672999999999997E-2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,.166576,.813958,1.9467000000000002E-2,0,.358227,.27664,.2145,.150633,0,0.385143,0.321937,0.215089,0.07783,0,0,0,0,0,1,0,36.90022,4,91,246611
51,2,1,0,.258846,.741154,0,.284098,.254335,0,.461567,0,0,0,0,0,0,1,0,.14513,.107893,.470773,.276204,0,0,0,0,1,0.86056,0.13944,0,0,0,0,0,1,0,0,0,0,1,0.873042,0.126958,0,0,0,0,1,0,0,0,.98542,1.4579999999999999E-2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,.217248,.768172,1.4579999999999999E-2,0,.13055,.235587,.19409,.439773,0,0.054839,0.438256,0.278212,0.228693,0,0,0,0,0,1,,,,,
52,0,0,.168701,.65482,.176479,0,.358456,.238165,.246243,.157137,0,0,0,0,0,0,1,.,.,.,.,.,0.346913,0.449297,0.20379,0,0,0.989459,0.010541,0,0,0,0,0,1,0,0,0,0,1,0.981041,0,0.018959,0,0,0,1,0,1.944E-3,.118626,.87943,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4.529E-3,0,.340303,.655168,0,0,7.4122999999999994E-2,.201215,.269249,.455413,0,0.073741,0.2052,0.246711,0.474349,0,0,0,0,0,1,1,28.5391,4,624,2186474
52,1,0,.369064,.419314,.211622,0,.395193,.216658,.222002,.166147,0,0,0,0,0,0,1,.,.,.,.,.,0.262411,0.525261,0.212328,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,.195213,.783363,2.1423000000000001E-2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,.523014,.476986,0,0,.198202,.251961,.3297,.220137,0,0.216627,0.220098,0.337037,0.226238,0,0,0,0,0,1,1,30.59431,4,67,218995
52,2,0,.365574,.581395,5.3031000000000002E-2,0,.623934,6.3034000000000007E-2,.159581,.153451,0,0,0,0,0,0,1,.,.,.,.,.,0.53517,0.209635,0.255195,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,.109215,.890785,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,.302392,.697608,0,0,.106051,0,.256777,.637172,0,0.149144,0.326809,0.199429,0.324618,0,0,0,0,0,1,,,,,
52,0,1,.225957,.658579,.115463,0,.652022,.220259,.109252,1.6368000000000001E-2,0,2.098E-3,0,0,0,0,1,.,.,.,.,.,0.152978,0.361512,0.48551,0,0,0.975225,0.024775,0,0,0,0,0,1,0,0,0,0,1,0.856774,0,0.143226,0,0,0,1,0,2.3549999999999999E-3,7.4301000000000006E-2,.921246,2.098E-3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2.0580999999999999E-2,0,.494177,.483144,2.098E-3,0,.306832,.280425,.28802,.124724,0,0.269643,0.333603,0.268268,0.128486,0,0,0,0,0,1,1,27.43548,4,610,2223398
52,1,1,.34788,.356593,.295526,0,.634394,7.6062000000000005E-2,.218482,6.0818999999999998E-2,0,1.0243E-2,0,0,0,0,1,.,.,.,.,.,0.159699,0.31249,0.527811,0,0,0.969536,0.030464,0,0,0,0,0,1,0,0,0,0,1,0.964206,0,0.035794,0,0,0,1,0,0,8.4085999999999994E-2,.915914,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2.0230999999999999E-2,1.2522E-2,0,.528764,.438483,0,0,.550293,.193099,.140966,.115642,0,0.381213,0.420363,0.112459,0.085966,0,0,0,0,0,1,1,31.54425,4,80,253612
52,2,1,.177782,.713464,.108754,0,1,0,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0.29527,0.301607,0.403123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,.236789,.763211,0,0,.177782,.562307,0,.259911,0,0.127509,0.297398,0.501699,0.073395,0,0,0,0,0,1,,,,,
53,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27.87643,4,688,2468035
53,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,44.29193,4,115,259641
53,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22.42512,4,557,2483822
53,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26.85925,4,80,297849
54,0,0,.,.,.,.,.478905,.503471,1.7624000000000001E-2,0,0,0,0,0,0,0,1,.,.,.,.,.,0.379276,0.350324,0,0.2704,0,0.967138,0.032862,0,0,0,0,0,1,0,0,0,0,1,0.98678,0.01322,0,0,0,0,1,.114235,.236102,.447962,.201701,0,0,0,0,0,1,0,0,0,0,1,0.579274,0.415975,0.004751,0,0,.137882,.332372,.245629,.162498,.12162,0,.,.,.,.,.,0,0,0,0,0,1,0.007255,0.005966,0,0.98678,0,3,25.12609,4,771,3068524
54,1,0,.,.,.,.,.368668,.595781,3.5552E-2,0,0,0,0,0,0,0,1,.,.,.,.,.,0.239014,0.442835,0,0.31815,0,0.938742,0.061258,0,0,0,0,0,1,0,0,0,0,1,0.992186,0.007814,0,0,0,0,1,.277082,.150322,.398793,.173802,0,0,0,0,0,1,0,0,0,0,1,0.500896,0.489654,0.00945,0,0,.310785,.21595,.240685,.117392,.115187,0,.,.,.,.,.,0,0,0,0,0,1,0.007814,0,0,0.992186,0,3,40.29976,4,131,325064
54,2,0,.,.,.,.,.824296,.175704,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0,0.181706,0,0.818294,0,0.960941,0.039059,0,0,0,0,0,1,0,0,0,0,1,0.802414,0.197586,0,0,0,0,1,4.5061999999999998E-2,.233865,.679863,4.1210999999999998E-2,0,0,0,0,0,1,0,0,0,0,1,0.350917,0.649083,0,0,0,.103474,2.8250000000000001E-2,2.8250000000000001E-2,.748959,9.1066999999999995E-2,0,.,.,.,.,.,0,0,0,0,0,1,0.197586,0,0,0.802414,0,,,,,
54,0,1,.,.,.,.,.756039,.226309,1.7652000000000001E-2,0,0,0,0,0,0,0,1,.,.,.,.,.,0.218874,0.282657,0,0.498469,0,0.953914,0.046086,0,0,0,0,0,1,0,0,0,0,1,0.914798,0.085202,0,0,0,0,1,.122336,.163487,.416291,.297886,0,0,0,0,0,1,0,0,0,0,1,0.591187,0.408813,0,0,0,.194666,.365444,.291638,.116631,3.1621000000000003E-2,0,.,.,.,.,.,0,0,0,0,0,1,0.021397,0.057242,0.006563,0.914798,0,3,20.63128,4,633,3068156
54,1,1,.,.,.,.,.734086,.265914,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0.135153,0.336542,0,0.528305,0,0.956664,0.043336,0,0,0,0,0,1,0,0,0,0,1,0.959402,0.040598,0,0,0,0,1,.294243,.144351,.437035,.124371,0,0,0,0,0,1,0,0,0,0,1,0.565915,0.434085,0,0,0,.30815,.287018,.210176,.116062,7.8592999999999996E-2,0,.,.,.,.,.,0,0,0,0,0,1,0.01472,0.025878,0,0.959402,0,3,33.8335,4,126,372412
54,2,1,.,.,.,.,.973625,2.6374999999999999E-2,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0.070762,0.094225,0,0.835014,0,0.934974,0.065026,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,9.9240999999999996E-2,.433323,.467436,0,0,0,0,0,1,0,0,0,0,1,0.795494,0.199388,0.005118,0,0,.405465,.183325,5.4191999999999997E-2,.122849,.234168,0,.,.,.,.,.,0,0,0,0,0,1,0,0,0,1,0,,,,,
55,0,0,.,.,.,.,.463057,.536943,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0.444149,0.305374,0,0.250478,0,0.981586,0.018414,0,0,0,0,0,1,0,0,0,0,1,0.988356,0.011644,0,0,0,0,1,.194275,.121231,.432708,.251786,0,0,0,0,0,1,0,0,0,0,1,0.629092,0.370908,0,0,0,.247351,.266911,.254534,.106816,.124388,0,.,.,.,.,.,0,0,0,0,0,1,0.004846,0.006798,0,0.988356,0,4,25.93986,4,951,3666173
55,1,0,.,.,.,.,.334785,.655631,9.5849999999999998E-3,0,0,0,0,0,0,0,1,.,.,.,.,.,0.126372,0.520731,0.00686,0.346037,0,0.929682,0.066024,0.004294,0,0,0,0,1,0,0,0,0,1,0.987298,0.012702,0,0,0,0,1,.224686,.2674,.352171,.155743,0,0,0,0,0,1,0,0,0,0,1,0.406713,0.586427,0.00686,0,0,.181942,.1956,.257087,.165942,.199429,0,.,.,.,.,.,0,0,0,0,0,1,0,0.012702,0,0.987298,0,4,37.08018,4,163,439588
55,2,0,.,.,.,.,.461224,.538776,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0.369497,0.501413,0,0.129089,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,.159387,.349674,.238708,.25223,0,0,0,0,0,1,0,0,0,0,1,0.39776,0.60224,0,0,0,.218336,0,.107665,.466907,.207092,0,.,.,.,.,.,0,0,0,0,0,1,0,0,0,1,0,,,,,
55,0,1,.,.,.,.,.667509,.325488,7.0029999999999997E-3,0,0,0,0,0,0,0,1,.,.,.,.,.,0.326489,0.134854,0,0.538657,0,0.956215,0.043785,0,0,0,0,0,1,0,0,0,0,1,0.951508,0.048492,0,0,0,0,1,.105857,.196305,.405163,.292675,0,0,0,0,0,1,0,0,0,0,1,0.709564,0.290436,0,0,0,.242388,.303393,.271574,.134426,4.8217999999999997E-2,0,.,.,.,.,.,0,0,0,0,0,1,0.016203,0.024359,0.007929,0.951508,0,4,22.37622,4,821,3669074
55,1,1,.,.,.,.,.803496,.196504,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0.151422,0.269396,0,0.579181,0,0.972539,0.027461,0,0,0,0,0,1,0,0,0,0,1,0.996577,0.003423,0,0,0,0,1,.255997,.185495,.42465,.133858,0,0,0,0,0,1,0,0,0,0,1,0.602287,0.397713,0,0,0,.264733,.31752,.273912,8.6729000000000001E-2,5.7105999999999997E-2,0,.,.,.,.,.,0,0,0,0,0,1,0,0.003423,0,0.996577,0,4,33.56615,4,172,512421
55,2,1,.,.,.,.,.877399,.122601,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0,0.131224,0,0.868776,0,0.977701,0.022299,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,.392117,.137783,.392867,7.7232999999999996E-2,0,0,0,0,0,1,0,0,0,0,1,0.601957,0.398043,0,0,0,6.8134E-2,.318374,2.8981E-2,.265896,.318614,0,.,.,.,.,.,0,0,0,0,0,1,0,0,0,1,0,,,,,
56,0,0,.577949,0,.422051,0,.,.,.,.,.,.,0.457913,0.312627,0.044456,0.022565,0.16244,1,0,0,0,0,0.197682,0.179775,0,0.622543,0,0.947413,0.052587,0,0.055613,0.050199,0.038748,0.04273,0.81271,0.822597,0.11586,0.004111,0.057432,0,0.959347,0.040653,0,0.415922,0,0,0.584078,.,.,.,.,.,0.914155,0.044456,0,0.04139,0,0.902192,0,0.001773,0.096035,0,0.696872,0.227851,0,0.075277,0,.,.,.,.,.,.,.578237,.421763,0,0,0,0.197164,0,0,0,0,0.802836,0,0.040653,0,0,0.959347,5,28.19531,4,1127,3997119
56,1,0,.710044,0,.289956,0,.,.,.,.,.,.,0.449556,0.092745,0.163611,0,0.294088,1,0,0,0,0,0.170044,0.522394,0,0.307562,0,0.953503,0.046497,0,0.045593,0.044357,0.01582,0.036171,0.858058,0.581689,0.250701,0.046868,0.120742,0,0.956805,0.043195,0,0.654895,0,0,0.345105,.,.,.,.,.,0.945986,0,0,0.054014,0,0.700336,0.10195,0.107651,0.090064,0,0.653952,0.346048,0,0,0,.,.,.,.,.,.,.691599,.308401,0,0,0,0.204204,0,0,0,0,0.795796,0,0.043195,0,0,0.956805,5,36.58435,4,193,527548
56,2,0,.524488,0,.475512,0,.,.,.,.,.,.,0.4605,0.120739,0.161734,0.029788,0.227238,1,0,0,0,0,0.130278,0.659205,0,0.210518,0,0.971783,0.028217,0,0.068336,0.075425,0.081135,0.014237,0.760867,0.729492,0.242291,0.028217,0,0,1,0,0,0.211138,0,0,0.788862,.,.,.,.,.,0.849321,0,0.150679,0,0,0.782687,0,0.217313,0,0,0.392653,0.607347,0,0,0,.,.,.,.,.,.,6.1842000000000001E-2,.938158,0,0,0,0.038059,0.028231,0,0,0,0.93371,0,0,0,0,1,,,,,
56,0,1,.694718,0,.305282,0,.,.,.,.,.,.,0.434221,0.116454,0.072514,0,0.376811,1,0,0,0,0,0.193572,0.276668,0,0.52976,0,1,0,0,0.039334,0.045119,0.013917,0.021259,0.88037,0.69407,0.048373,0.060146,0.197411,0,0.917942,0.082058,0,0.459475,0,0,0.540525,.,.,.,.,.,0.917636,0.052538,0,0.029826,0,0.73738,0.030845,0.207578,0.024197,0,0.600006,0.386857,0,0.013137,0,.,.,.,.,.,.,1,0,0,0,0,0.075088,0,0,0,0,0.924912,0,0.082058,0,0,0.917942,5,23.04012,4,920,3993034
56,1,1,.838108,0,.161892,0,.,.,.,.,.,.,0.219712,0.258117,0,0.036582,0.485589,1,0,0,0,0,0.262237,0.345411,0,0.392352,0,0.923469,0.076531,0,0.064357,0.069146,0.032333,0.026379,0.807785,0.446428,0.234679,0,0.318892,0,0.958584,0.041416,0,0.467628,0,0.033139,0.499232,.,.,.,.,.,0.819768,0.105677,0.074555,0,0,0.728261,0.073651,0.198089,0,0,0.605327,0.394673,0,0,0,.,.,.,.,.,.,1,0,0,0,0,0.230202,0.033139,0,0,0,0.736659,0,0.041416,0,0,0.958584,5,34.85919,4,212,608161
