a_p,race,gender,activity_level= 0_Mean,activity_level= 1_Mean,activity_level= 2_Mean,activity_level= 3_Mean,alc_freq= 0_Mean,alc_freq= 1_Mean,alc_freq= 2_Mean,alc_freq= 3_Mean,alc_freq= 4_Mean,alc_freq= 5_Mean,avg_drinks_pday_pstyr=1_Mean,avg_drinks_pday_pstyr=2_Mean,avg_drinks_pday_pstyr=3_Mean,avg_drinks_pday_pstyr=4_Mean,avg_drinks_pday_pstyr=NA_Mean,cholesterol_mg= 0_Mean,cholesterol_mg= 1_Mean,cholesterol_mg= 2_Mean,cholesterol_mg= 3_Mean,cholesterol_mg= 4_Mean,current_smkr=0_Mean,current_smkr=1_Mean,current_smkr=2_Mean,current_smkr=3_Mean,current_smkr=NA_Mean,diabetes= 0_Mean,diabetes= 1_Mean,diabetes= 2_Mean,drinks_perwk_pstyr=1_Mean,drinks_perwk_pstyr=2_Mean,drinks_perwk_pstyr=3_Mean,drinks_perwk_pstyr=4_Mean,drinks_perwk_pstyr=NA_Mean,ever_5_or_more_drinks_a_day=0_Me,ever_5_or_more_drinks_a_day=1_Me,ever_5_or_more_drinks_a_day=2_Me,ever_5_or_more_drinks_a_day=3_Me,ever_5_or_more_drinks_a_day=NA_M,thyroid_d= 0_Mean,thyroid_d= 1_Mean,thyroid_d= 2_Mean,fiber_g=0_Mean,fiber_g=1_Mean,fiber_g=2_Mean,fiber_g=NA_Mean,fruits_veggies_pmo= 0_,fruits_veggies_pmo= 1_,fruits_veggies_pmo= 2_,fruits_veggies_pmo= 3_,fruits_veggies_pmo= 4_,hepA_vacc=0_Mean,hepA_vacc=1_Mean,hepA_vacc=2_Mean,hepA_vacc=3_Mean,hepA_vacc=NA_Mean,hepB_vacc=0_Mean,hepB_vacc=1_Mean,hepB_vacc=2_Mean,hepB_vacc=3_Mean,hepB_vacc=NA_Mean,home_smokers=0_Mean,home_smokers=1_Mean,home_smokers=2_Mean,home_smokers=3_Mean,home_smokers=NA_Mean,meat_freq_pmo= 0_Mean,meat_freq_pmo= 1_Mean,meat_freq_pmo= 2_Mean,meat_freq_pmo= 3_Mean,meat_freq_pmo= 4_Mean,meat_freq_pmo= 5_Mean,protein= 0_Mean,protein= 1_Mean,protein= 2_Mean,protein= 3_Mean,protein= 4_Mean,sat_fatty_acid=0_Mean,sat_fatty_acid=1_Mean,sat_fatty_acid=2_Mean,sat_fatty_acid=3_Mean,sat_fatty_acid=4_Mean,sat_fatty_acid=NA_Mean,still_thyroid_d=0_Mean,still_thyroid_d=1_Mean,still_thyroid_d=2_Mean,still_thyroid_d=3_Mean,still_thyroid_d=NA_Mean,period,rate,age_grp,count,pop
18,0,0,.,.,.,.,.310244,.661626,2.8129999999999999E-2,0,0,0,0,0,0,0,1,.,.,.,.,.,0.129106,0.361582,0.000384,0.508928,0,0.99954,0.00046,0,0,0,0,0,1,0,0,0,0,1,0.988213,0.011787,0,0,0,0,1,.225808,.209979,.379333,.184879,0,0,0,0,0,1,0,0,0,0,1,0.592265,0.407735,0,0,0,.199226,.246885,.271866,.209055,7.2968000000000005E-2,0,.,.,.,.,.,0,0,0,0,0,1,0.0076,0,0.004187,0.988213,0,3,3.525977,1,156,4424306
18,1,0,.,.,.,.,.356085,.628003,1.5911999999999999E-2,0,0,0,0,0,0,0,1,.,.,.,.,.,0.059908,0.368794,0,0.571297,0,0.987715,0.012285,0,0,0,0,0,1,0,0,0,0,1,0.993005,0.006995,0,0,0,0,1,.377107,.15333,.354792,.114771,0,0,0,0,0,1,0,0,0,0,1,0.590483,0.409517,0,0,0,.295192,.122198,.250365,.156603,.175642,0,.,.,.,.,.,0,0,0,0,0,1,0,0.006995,0,0.993005,0,3,2.859161,1,17,594580
18,2,0,.,.,.,.,.338857,.661143,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0.005951,0.419342,0,0.574707,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,.471977,.279875,.169205,7.8942999999999999E-2,0,0,0,0,0,1,0,0,0,0,1,0.602742,0.397258,0,0,0,.225748,.262883,.126723,.23071,.153935,0,.,.,.,.,.,0,0,0,0,0,1,0,0,0,1,0,,,,,
18,0,1,.,.,.,.,.590507,.409493,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0.10771,0.391141,0,0.501149,0,0.984117,0.015883,0,0,0,0,0,1,0,0,0,0,1,0.974393,0.025607,0,0,0,0,1,.181687,.214966,.391117,.21223,0,0,0,0,0,1,0,0,0,0,1,0.577917,0.418381,0.003702,0,0,.251414,.275641,.258602,.130462,8.3879999999999996E-2,0,.,.,.,.,.,0,0,0,0,0,1,0.007187,0.013993,0.004427,0.974393,0,3,2.418141,1,104,4300824
18,1,1,.,.,.,.,.606398,.382852,1.0749999999999999E-2,0,0,0,0,0,0,0,1,.,.,.,.,.,0.052805,0.393436,0,0.553759,0,0.963603,0.036397,0,0,0,0,0,1,0,0,0,0,1,0.981249,0.018751,0,0,0,0,1,.358451,.181948,.356353,.103249,0,0,0,0,0,1,0,0,0,0,1,0.466053,0.533947,0,0,0,.163513,.213255,.322949,.190436,.109847,0,.,.,.,.,.,0,0,0,0,0,1,0.00351,0.015241,0,0.981249,0,3,5.024762,1,34,676649
18,2,1,.,.,.,.,.736993,.263007,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0.108783,0.00654,0,0.884677,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.994556,0.005444,0,0,0,0,1,.409069,0,.326491,.26444,0,0,0,0,0,1,0,0,0,0,1,0.775221,0.224779,0,0,0,.135204,.131321,.162643,.564292,6.5399999999999998E-3,0,.,.,.,.,.,0,0,0,0,0,1,0,0.005444,0,0.994556,0,,,,,
19,0,0,.,.,.,.,.318276,.673063,8.6610000000000003E-3,0,0,0,0,0,0,0,1,.,.,.,.,.,0.135375,0.353702,0,0.510923,0,0.988487,0.011513,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,.272719,.222378,.382367,.122536,0,0,0,0,0,1,0,0,0,0,1,0.590691,0.409309,0,0,0,.177451,.237425,.371,.106032,.108092,0,.,.,.,.,.,0,0,0,0,0,1,0,0,0,1,0,4,3.257578,1,136,4174881
19,1,0,.,.,.,.,.214777,.733583,5.1640999999999999E-2,0,0,0,0,0,0,0,1,.,.,.,.,.,0.056019,0.371234,0,0.572746,0,0.972692,0.027308,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,.335619,.278629,.276314,.109437,0,0,0,0,0,1,0,0,0,0,1,0.497124,0.502876,0,0,0,.275482,.128176,.220326,.217785,.158231,0,.,.,.,.,.,0,0,0,0,0,1,0,0,0,1,0,4,3.779932,1,24,634932
19,2,0,.,.,.,.,.504677,.495323,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0.018968,0.010977,0,0.970055,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1.8325000000000001E-2,.254799,.248581,.478295,0,0,0,0,0,1,0,0,0,0,1,0.87531,0.12469,0,0,0,.342811,.186015,.22487,.236202,1.0102E-2,0,.,.,.,.,.,0,0,0,0,0,1,0,0,0,1,0,,,,,
19,0,1,.,.,.,.,.570085,.421398,8.5159999999999993E-3,0,0,0,0,0,0,0,1,.,.,.,.,.,0.108734,0.376494,0,0.514773,0,0.991538,0.002634,0.005829,0,0,0,0,1,0,0,0,0,1,0.9832,0.0168,0,0,0,0,1,.265857,.202427,.386557,.145159,0,0,0,0,0,1,0,0,0,0,1,0.540815,0.459185,0,0,0,.253658,.278393,.332627,.104619,3.0703000000000001E-2,0,.,.,.,.,.,0,0,0,0,0,1,0,0.0168,0,0.9832,0,4,3.315287,1,132,3981556
19,1,1,.,.,.,.,.656128,.343872,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0.074648,0.22831,0,0.697042,0,0.977775,0.022225,0,0,0,0,0,1,0,0,0,0,1,0.985444,0.014556,0,0,0,0,1,.312908,.211288,.308189,.167615,0,0,0,0,0,1,0,0,0,0,1,0.676415,0.323585,0,0,0,.223107,.278857,.24501,.171444,8.1582000000000002E-2,0,.,.,.,.,.,0,0,0,0,0,1,0,0.014556,0,0.985444,0,4,4.34804,1,31,712965
19,2,1,.,.,.,.,.389741,.610259,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0,0.009656,0,0.990344,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,5.7130000000000002E-3,5.6959999999999997E-3,.831699,.156892,0,0,0,0,0,1,0,0,0,0,1,0.631462,0.368538,0,0,0,.461976,.114754,.148249,0,.275022,0,.,.,.,.,.,0,0,0,0,0,1,0,0,0,1,0,,,,,
20,0,0,.5108,0,.4892,0,.,.,.,.,.,.,0.366282,0.439357,0.051796,0.028903,0.113661,.945353,4.8549999999999999E-3,4.9792000000000003E-2,0,0,0.194512,0.441796,0,0.363692,0,1,0,0,0.07553,0.063768,0.020401,0.027137,0.813163,0.7254,0.195988,0.036732,0.04188,0,1,0,0,0.301941,0,0,0.698059,.,.,.,.,.,0.882035,0,0.034455,0.08351,0,0.612903,0,0.301262,0.085835,0,0.79034,0.20966,0,0,0,.,.,.,.,.,.,1,0,0,0,0,0.122562,0,0,0,0,0.877438,0,0,0,0,1,5,4.169313,1,161,3861547
20,1,0,.598606,0,.401394,0,.,.,.,.,.,.,0.335474,0.140389,0,0,0.524137,.79019,.20981,0,0,0,0.008449,0.397558,0,0.593992,0,1,0,0,0.036783,0.028841,0.04176,0.032486,0.860129,0.502898,0.121282,0.071542,0.304278,0,1,0,0,0.245207,0,0,0.754793,.,.,.,.,.,0.770411,0,0.130091,0.099498,0,0.666525,0,0.225527,0.107948,0,0.489748,0.510252,0,0,0,.,.,.,.,.,.,.,.,.,.,.,0.09689,0,0,0,0,0.90311,0,0,0,0,1,5,3.600078,1,23,638875
20,2,0,.533342,0,.466658,0,.,.,.,.,.,.,0.374285,0.123499,0.156834,0.043076,0.302306,.954923,0,0,0,4.5076999999999999E-2,0.235616,0.257213,0,0.507171,0,1,0,0,0.029558,0.050117,0.018875,0.018177,0.883274,0.682177,0.089205,0.018399,0.210219,0,1,0,0,0.214938,0.018247,0,0.766815,.,.,.,.,.,0.876646,0.078105,0.026045,0.019203,0,0.707154,0.020474,0.099877,0.172496,0,0.897321,0.102679,0,0,0,.,.,.,.,.,.,.716199,.283801,0,0,0,0.084545,0,0,0,0,0.915455,0,0,0,0,1,,,,,
20,0,1,.423395,0,.576605,0,.,.,.,.,.,.,0.480107,0.169985,0.003101,0,0.346808,1,0,0,0,0,0.165066,0.411961,0,0.422973,0,1,0,0,0.048377,0.054985,0.007226,0.012614,0.876797,0.626476,0.117926,0.125629,0.129969,0,0.996818,0.003182,0,0.405757,0,0,0.594243,.,.,.,.,.,0.854862,0.140375,0.002908,0.001854,0,0.686941,0.035217,0.203067,0.074775,0,0.731101,0.268899,0,0,0,.,.,.,.,.,.,1,0,0,0,0,0.15554,0,0,0,0,0.84446,0,0.003182,0,0,0.996818,5,3.433813,1,125,3640268
20,1,1,.763614,0,.236386,0,.,.,.,.,.,.,0.529425,0.072377,0,0,0.398198,1,0,0,0,0,0.062546,0.201478,0,0.735976,0,1,0,0,0.015447,0.046585,0.010885,0.01777,0.909313,0.576334,0.049764,0.132531,0.241371,0,1,0,0,0.306627,0,0,0.693373,.,.,.,.,.,0.89786,0.090504,0,0.011636,0,0.501886,0.096564,0.389915,0.011636,0,0.735976,0.264024,0,0,0,.,.,.,.,.,.,.342707,.657293,0,0,0,0.190199,0,0,0,0,0.809801,0,0,0,0,1,5,4.674587,1,34,727337
20,2,1,.809917,0,.190083,0,.,.,.,.,.,.,0.284572,0.201197,0,0.020462,0.493769,1,0,0,0,0,0.064568,0.114823,0,0.820609,0,0.961971,0.038029,0,0.057941,0.053665,0.015358,0.020116,0.852919,0.666056,0,0.101944,0.232,0,0.92577,0.07423,0,0.321669,0,0,0.678331,.,.,.,.,.,0.945996,0.020462,0.033542,0,0,0.793342,0.001729,0.181575,0.023354,0,0.742601,0.257399,0,0,0,.,.,.,.,.,.,.762487,.237513,0,0,0,0.150929,0,0,0,0,0.849071,0.036179,0,0.03805,0,0.92577,,,,,
21,0,0,.410922,0,.589078,0,.,.,.,.,.,.,0.363931,0.213554,0.206695,0.054256,0.161564,1,0,0,0,0,0.135958,0.340024,0,0.524018,0,1,0,0,0.063025,0.065895,0.028339,0.020289,0.822452,0.773407,0.089186,0.032153,0.105254,0,0.971414,0.028586,0,0.486555,0,0,0.513445,.,.,.,.,.,0.809945,0.108568,0.049797,0.03169,0,0.679287,0.03169,0.163569,0.125453,0,0.658781,0.317153,0.02171,0.002356,0,.,.,.,.,.,.,.790521,.209479,0,0,0,0.252852,0,0,0,0,0.747148,0.028586,0,0,0,0.971414,6,5.312331,1,186,3501288
21,1,0,.763502,0,.236498,0,.,.,.,.,.,.,0.522484,0.340883,0,0,0.136633,1,0,0,0,0,0.068943,0.183145,0,0.747913,0,1,0,0,0.018314,0.054811,0.017573,0.014822,0.89448,0.85944,0.14056,0,0,0,1,0,0,0.39243,0,0,0.60757,.,.,.,.,.,0.792426,0.072231,0.077133,0.058209,0,0.872848,0,0.068943,0.058209,0,0.806809,0.193191,0,0,0,.,.,.,.,.,.,.627751,.372249,0,0,0,0.14568,0.163653,0,0,0,0.690667,0,0,0,0,1,6,3.713676,1,22,592405
21,2,0,.534701,0,.465299,0,.,.,.,.,.,.,0.11787,0.254221,0.185489,0.1389,0.30352,1,0,0,0,0,0.127509,0.330014,0,0.542477,0,0.931238,0.068762,0,0.069184,0.051429,0.015958,0.0205,0.842929,0.653187,0.12032,0.098717,0.127776,0,1,0,0,0.409129,0,0,0.590871,.,.,.,.,.,0.891849,0.033597,0.016934,0.05762,0,0.842531,0.028232,0.053492,0.075744,0,0.760396,0.173449,0,0.066155,0,.,.,.,.,.,.,.655804,.344196,0,0,0,0.125139,0,0,0,0,0.874861,0,0,0,0,1,,,,,
21,0,1,.582389,0,.417611,0,.,.,.,.,.,.,0.35169,0.210072,0.095753,0.022429,0.320055,1,0,0,0,0,0.187584,0.244131,0,0.568285,0,1,0,0,0.056714,0.048514,0.021743,0.018568,0.854461,0.6878,0.07651,0.200274,0.035416,0,0.968625,0.031375,0,0.486367,0,0,0.513633,.,.,.,.,.,0.721973,0.082095,0.098642,0.09729,0,0.621376,0.048032,0.22844,0.102152,0,0.884813,0.113269,0,0.001917,0,.,.,.,.,.,.,.984431,1.5569E-2,0,0,0,0.195544,0,0,0,0,0.804456,0,0.031375,0,0,0.968625,6,4.246483,1,141,3320395
21,1,1,.712869,0,.287131,0,.,.,.,.,.,.,0.548736,0.005896,0,0,0.445368,1,0,0,0,0,0.054205,0.131896,0,0.813899,0,0.994945,0.005055,0,0.053921,0.001864,0.01931,0.025715,0.899191,0.732344,0,0.055602,0.212054,0,1,0,0,0.471488,0,0,0.528512,.,.,.,.,.,0.914894,0.074075,0.001416,0.009615,0,0.599947,0.010886,0.379552,0.009615,0,0.80215,0.19785,0,0,0,.,.,.,.,.,.,1,0,0,0,0,0.135188,0,0,0,0,0.864812,0,0,0,0,1,6,4.598441,1,32,695888
21,2,1,.632637,0,.367363,0,.,.,.,.,.,.,0.239304,0.256633,0.067421,0.031935,0.404706,1,0,0,0,0,0.233089,0.217907,0,0.549003,0,0.975665,0.024335,0,0.044683,0.03333,0.020617,0.016373,0.884997,0.626066,0.070521,0.077337,0.226076,0,0.954755,0.045245,0,0.505366,0,0,0.494634,.,.,.,.,.,0.898682,0.030765,0.019757,0.050797,0,0.582786,0.044389,0.32036,0.052465,0,0.770866,0.200317,0,0.028817,0,.,.,.,.,.,.,.754345,.245655,0,0,0,0.303749,0,0,0,0,0.696251,0.04203,0.003215,0,0,0.954755,,,,,
22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5.125252,1,191,3726646
22,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5.640538,1,36,638237
22,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5.53462,1,197,3559413
22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4.909548,1,36,733265
27,0,0,.126992,.377198,.49581,0,8.9076000000000002E-2,5.7179000000000001E-2,.363994,.195688,.294063,0,0,0,0,0,1,0,.187547,.275647,.285683,.251123,0,0,0,0,1,0.99014,0.00986,0,0,0,0,0,1,0,0,0,0,1,0.985229,0.00505,0.009721,0,0,0,1,0,0,9.7002000000000005E-2,.891416,1.1582E-2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,9.6575999999999995E-2,.891842,1.1582E-2,0,6.6264000000000003E-2,.109884,.274035,.549818,0,0.052458,0.165581,0.244274,0.516046,0.02164,0,0,0,0,1,0,7.003575,2,182,2598673
27,1,0,6.3707E-2,.41744,.518854,0,4.0814000000000003E-2,6.4295000000000005E-2,.324701,.406209,.163982,0,0,0,0,0,1,0,.119151,.307184,.236277,.337387,0,0,0,0,1,0.990854,0.009146,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,.231342,.710725,5.7932999999999998E-2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,7.5180000000000004E-3,.934549,5.7932999999999998E-2,0,2.8566999999999999E-2,.125679,.331943,.513811,0,0.038632,0.131444,0.354203,0.467551,0.00817,0,0,0,0,1,0,9.436596,2,24,254329
27,2,0,3.2271000000000001E-2,.269852,.697877,0,0,.11484,5.2065E-2,.833095,0,0,0,0,0,0,1,0,0,.542387,.269852,.187761,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4.2495999999999999E-2,.957504,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,.542387,.457613,0,0,0,3.2271000000000001E-2,4.2495999999999999E-2,.925233,0,0,0.574658,0.303749,0.121593,0,0,0,0,0,1,,,,,
27,0,1,6.5931000000000003E-2,.404532,.529537,0,.231483,.167078,.392203,.120281,8.3547999999999997E-2,5.4079999999999996E-3,0,0,0,0,1,0,.28086,.266934,.247239,.204967,0,0,0,0,1,0.990599,0.009401,0,0,0,0,0,1,0,0,0,0,1,0.90907,0.056241,0.034689,0,0,0,1,0,3.0140000000000002E-3,6.2651999999999999E-2,.923137,1.1197E-2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4.0569999999999998E-3,0,.154728,.832566,8.6490000000000004E-3,0,.293168,.289278,.256099,.161455,0.001554,0.239684,0.318209,0.250138,0.18773,0.002685,0,0,0,0,1,0,6.539744,2,170,2599490
27,1,1,.202072,.387965,.409963,0,.255954,.122177,.327971,.2331,6.0796999999999997E-2,0,0,0,0,0,1,0,.289817,.169022,.285504,.255658,0,0,0,0,1,0.994746,0.005254,0,0,0,0,0,1,0,0,0,0,1,0.945186,0.036013,0.018801,0,0,0,1,0,8.2880000000000002E-3,.117441,.84154,3.2731000000000003E-2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,.238161,.728844,3.2994999999999997E-2,0,.397704,.185182,.262557,.154556,0,0.364145,0.311342,0.203236,0.112613,0.008664,0,0,0,0,1,0,9.504735,2,28,294590
27,2,1,6.1238000000000001E-2,.532639,.406124,0,.490829,.233636,.275534,0,0,0,0,0,0,0,1,0,.212219,.134579,.464731,.188471,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.862848,0.137152,0,0,0,0,1,0,0,7.5065999999999994E-2,.924934,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,.206167,.793833,0,0,.422195,.142126,0,.435679,0,0.1311,0.468368,0.218213,0.182319,0,0,0,0,0,1,,,,,
28,0,0,.12895,.705424,.165626,0,.265769,.244067,.370387,.119777,0,0,0,0,0,0,1,.,.,.,.,.,0.240525,0.453524,0.305951,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.98399,0,0.01601,0,0,0,1,0,1.2447E-2,.111167,.876386,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1.0211E-2,0,.386945,.600858,1.9859999999999999E-3,0,8.5960999999999996E-2,.173131,.249993,.490915,0.00129,0.083401,0.190257,0.257882,0.467169,0,0,0,0,0,1,1,5.79359,2,184,3175924
28,1,0,.255875,.564872,.179253,0,.319369,.183238,.291397,.205995,0,0,0,0,0,0,1,.,.,.,.,.,0.114453,0.604641,0.280906,0,0,0.972373,0.027627,0,0,0,0,0,1,0,0,0,0,1,0.988063,0,0.011937,0,0,0,1,0,0,.190433,.809567,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1.8811000000000001E-2,3.6524000000000001E-2,0,.353447,.591218,0,0,9.8533999999999997E-2,.289695,.205899,.405872,0,0.215008,0.178427,0.260642,0.345923,0,0,0,0,0,1,1,6.408183,2,21,327706
28,2,0,.361491,.56264,7.5869000000000006E-2,0,.402688,.231377,.318296,4.7639000000000001E-2,0,0,0,0,0,0,1,.,.,.,.,.,0.30641,0.432276,0.261314,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.923745,0,0.076255,0,0,0,1,0,0,6.6340999999999997E-2,.933659,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,.392724,.607276,0,0,0,0,.467067,.532933,0,0.381399,0.082576,0.320398,0.215627,0,0,0,0,0,1,,,,,
28,0,1,.178768,.701675,.119557,0,.671696,.160708,.131131,3.6464000000000003E-2,0,0,0,0,0,0,1,.,.,.,.,.,0.167422,0.409688,0.42289,0,0,0.983243,0.016757,0,0,0,0,0,1,0,0,0,0,1,0.930114,0,0.069886,0,0,0,1,2.5530000000000001E-3,1.8550000000000001E-3,.120776,.873453,1.3630000000000001E-3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,7.352E-3,9.4649999999999995E-3,0,.476379,.506804,0,1.993E-3,.322552,.302279,.249873,.123303,0.001993,0.272777,0.303696,0.283566,0.137967,0,0,0,0,0,1,1,6.210822,2,196,3155782
28,1,1,.283787,.657254,5.8958999999999998E-2,0,.497138,6.6483E-2,.373026,6.3353000000000007E-2,0,0,0,0,0,0,1,.,.,.,.,.,0.139097,0.368226,0.492677,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.882619,0,0.117381,0,0,0,1,0,0,.158229,.841771,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3.4526000000000001E-2,0,.493928,.471546,0,0,.444273,.240326,.256025,5.9375999999999998E-2,0,0.540204,0.259644,0.123809,0.076344,0,0,0,0,0,1,1,9.832293,2,37,376311
28,2,1,.301793,.633082,6.5124000000000001E-2,0,.660047,.231749,.108204,0,0,0,0,0,0,0,1,.,.,.,.,.,0.092434,0.297338,0.610228,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.907566,0,0.092434,0,0,0,1,0,0,.131715,.868285,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,.509869,.490131,0,0,.255492,.100379,.38218,.261949,0,0.260426,0.257374,0.092427,0.389772,0,0,0,0,0,1,,,,,
29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5.620866,2,212,3771661
29,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10.25213,2,45,438933
29,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.97677,2,186,3737364
29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10.55232,2,54,511736
30,0,0,.,.,.,.,.349931,.634864,1.5205E-2,0,0,0,0,0,0,0,1,.,.,.,.,.,0.227181,0.378896,0,0.393923,0,0.99624,0.00376,0,0,0,0,0,1,0,0,0,0,1,0.965715,0.034285,0,0,0,0,1,.104302,.241485,.455842,.19837,0,0,0,0,0,1,0,0,0,0,1,0.609143,0.390857,0,0,0,.178718,.267114,.287512,.138429,.128226,0,.,.,.,.,.,0,0,0,0,0,1,0.022244,0.012041,0,0.965715,0,3,5.829997,2,246,4219556
30,1,0,.,.,.,.,.399861,.57688,2.3259999999999999E-2,0,0,0,0,0,0,0,1,.,.,.,.,.,0.208907,0.435205,0,0.355888,0,0.994472,0.005528,0,0,0,0,0,1,0,0,0,0,1,0.995938,0.004062,0,0,0,0,1,.211664,.25436,.38976,.144216,0,0,0,0,0,1,0,0,0,0,1,0.505833,0.488849,0.005318,0,0,.206003,.211724,.225323,.197784,.159165,0,.,.,.,.,.,0,0,0,0,0,1,0,0.004062,0,0.995938,0,3,10.5283,2,57,541398
30,2,0,.,.,.,.,.300507,.693719,5.7739999999999996E-3,0,0,0,0,0,0,0,1,.,.,.,.,.,0.266058,0.672997,0,0.060945,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.992755,0.007245,0,0,0,0,1,.158339,7.1808999999999998E-2,.371856,.397996,0,0,0,0,0,1,0,0,0,0,1,0.525406,0.474594,0,0,0,.282472,.126989,.157175,.155694,.27767,0,.,.,.,.,.,0,0,0,0,0,1,0,0.007245,0,0.992755,0,,,,,
30,0,1,.,.,.,.,.684845,.315155,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0.183461,0.294954,0,0.521586,0,0.982638,0.017362,0,0,0,0,0,1,0,0,0,0,1,0.932043,0.067957,0,0,0,0,1,.115524,.218611,.432361,.233503,0,0,0,0,0,1,0,0,0,0,1,0.646805,0.353195,0,0,0,.220457,.323642,.274841,.106739,7.4320999999999998E-2,0,.,.,.,.,.,0,0,0,0,0,1,0.026829,0.040786,0.000341,0.932043,0,3,5.497891,2,228,4147045
30,1,1,.,.,.,.,.668725,.331275,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0.080737,0.396268,0,0.522995,0,0.959669,0.040331,0,0,0,0,0,1,0,0,0,0,1,0.992279,0.007721,0,0,0,0,1,.280574,.143485,.366699,.209242,0,0,0,0,0,1,0,0,0,0,1,0.483195,0.51419,0.002615,0,0,.263791,.248846,.225177,.152277,.10991,0,.,.,.,.,.,0,0,0,0,0,1,0.002863,0.004858,0,0.992279,0,3,9.313334,2,58,622763
30,2,1,.,.,.,.,.794852,.205148,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0.315307,0.163174,0,0.521518,0,0.929087,0.070913,0,0,0,0,0,1,0,0,0,0,1,0.99607,0.00393,0,0,0,0,1,.180013,1.8395999999999999E-2,.650091,.1515,0,0,0,0,0,1,0,0,0,0,1,0.752034,0.247966,0,0,0,.288219,1.04E-2,.526812,9.9783999999999998E-2,7.4785000000000004E-2,0,.,.,.,.,.,0,0,0,0,0,1,0,0.00393,0,0.99607,0,,,,,
